	company_name	time_departure	time_arrival	city_departure	city_arrival	flight_type	price	date	date_dt	time_departure_dt	time_arrival_dt	day_name	is_weekend
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Pobeda	20:00	22:30	VKO	AER	Прямой	1699.0	20220112	2022-01-12	20:00:00	22:30:00	Wednesday	0
2	Pobeda	20:10	22:45	SVO	AER	Прямой	1699.0	20220112	2022-01-12	20:10:00	22:45:00	Wednesday	0
3	Smartavia	16:15	18:40	DME	AER	Прямой	1850.0	20220112	2022-01-12	16:15:00	18:40:00	Wednesday	0
4	UTair	17:30	19:55	VKO	AER	Прямой	1869.0	20220112	2022-01-12	17:30:00	19:55:00	Wednesday	0
5	UTair	01:45	04:15	VKO	AER	Прямой	1869.0	20220112	2022-01-12	01:45:00	04:15:00	Wednesday	0
6	Pobeda	17:35	20:05	VKO	AER	Прямой	2099.0	20220112	2022-01-12	17:35:00	20:05:00	Wednesday	0
7	Alrosa Mirny Air Enterprise	15:30	17:40	VKO	AER	Прямой	2456.0	20220112	2022-01-12	15:30:00	17:40:00	Wednesday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Pobeda	16:00	18:30	VKO	AER	Прямой	1699.0	20220113	2022-01-13	16:00:00	18:30:00	Thursday	0
2	Pobeda	19:55	22:25	VKO	AER	Прямой	1699.0	20220113	2022-01-13	19:55:00	22:25:00	Thursday	0
3	Pobeda	17:35	20:05	VKO	AER	Прямой	1699.0	20220113	2022-01-13	17:35:00	20:05:00	Thursday	0
4	Pobeda	20:10	22:45	SVO	AER	Прямой	1699.0	20220113	2022-01-13	20:10:00	22:45:00	Thursday	0
5	Smartavia	16:15	18:40	DME	AER	Прямой	1867.0	20220113	2022-01-13	16:15:00	18:40:00	Thursday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	1869.0	20220113	2022-01-13	17:30:00	19:55:00	Thursday	0
7	NordStar	13:50	16:20	DME	AER	Прямой	1826.0	20220113	2022-01-13	13:50:00	16:20:00	Thursday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Smartavia	16:15	18:40	DME	AER	Прямой	2110.0	20220114	2022-01-14	16:15:00	18:40:00	Friday	0
2	Pobeda	11:10	13:40	VKO	AER	Прямой	2099.0	20220114	2022-01-14	11:10:00	13:40:00	Friday	0
3	Pobeda	16:30	19:00	VKO	AER	Прямой	2099.0	20220114	2022-01-14	16:30:00	19:00:00	Friday	0
4	Pobeda	17:35	20:05	VKO	AER	Прямой	2099.0	20220114	2022-01-14	17:35:00	20:05:00	Friday	0
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Smartavia	16:15	18:40	DME	AER	Прямой	2110.0	20220114	2022-01-14	16:15:00	18:40:00	Friday	0
2	Pobeda	11:10	13:40	VKO	AER	Прямой	2099.0	20220114	2022-01-14	11:10:00	13:40:00	Friday	0
3	Pobeda	16:30	19:00	VKO	AER	Прямой	2099.0	20220114	2022-01-14	16:30:00	19:00:00	Friday	0
4	Pobeda	17:35	20:05	VKO	AER	Прямой	2099.0	20220114	2022-01-14	17:35:00	20:05:00	Friday	0
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Nordwind Airlines	16:35	08:10	SVO	VVO	Прямой	11990.0	20220101	2022-01-01	16:35:00	08:10:00	Saturday	1
2	Aeroflot	18:50	10:05	SVO	VVO	Прямой	14300.0	20220101	2022-01-01	18:50:00	10:05:00	Saturday	1
3	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	16:10:00	07:40:00	Saturday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Nordwind Airlines	16:35	08:10	SVO	VVO	Прямой	11990.0	20220101	2022-01-01	16:35:00	08:10:00	Saturday	1
2	Aeroflot	18:50	10:05	SVO	VVO	Прямой	14300.0	20220101	2022-01-01	18:50:00	10:05:00	Saturday	1
3	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	16:10:00	07:40:00	Saturday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Nordwind Airlines	16:35	08:10	SVO	VVO	Прямой	11990.0	20220103	2022-01-03	16:35:00	08:10:00	Monday	0
2	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220103	2022-01-03	16:10:00	07:40:00	Monday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220103	2022-01-03	20:25:00	12:10:00	Monday	0
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220103	2022-01-03	20:25:00	12:10:00	Monday	0
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220103	2022-01-03	20:25:00	12:10:00	Monday	0
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220103	2022-01-03	20:25:00	12:10:00	Monday	0
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220104	2022-01-04	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220103	2022-01-03	20:25:00	12:10:00	Monday	0
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	18:50	10:05	SVO	VVO	Прямой	14300.0	20220108	2022-01-08	18:50:00	10:05:00	Saturday	1
2	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220108	2022-01-08	16:10:00	07:40:00	Saturday	1
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220108	2022-01-08	20:25:00	12:10:00	Saturday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	18:50	10:05	SVO	VVO	Прямой	14300.0	20220109	2022-01-09	18:50:00	10:05:00	Sunday	1
2	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	16:10:00	07:40:00	Sunday	1
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	18:50	10:05	SVO	VVO	Прямой	14300.0	20220109	2022-01-09	18:50:00	10:05:00	Sunday	1
2	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	16:10:00	07:40:00	Sunday	1
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
1	Aeroflot	16:10	07:40	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	16:10:00	07:40:00	Tuesday	0
2	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220111	2022-01-11	20:25:00	12:10:00	Tuesday	0
3	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220109	2022-01-09	20:25:00	12:10:00	Sunday	1
4	Aeroflot	20:25	12:10	SVO	VVO	Прямой	16250.0	20220101	2022-01-01	20:25:00	12:10:00	Saturday	1
5	Pobeda	07:45	10:15	VKO	AER	Прямой	2099.0	20220114	2022-01-14	07:45:00	10:15:00	Friday	0
6	UTair	17:30	19:55	VKO	AER	Прямой	2178.0	20220114	2022-01-14	17:30:00	19:55:00	Friday	0
7	NordStar	14:20	16:50	DME	AER	Прямой	2135.0	20220114	2022-01-14	14:20:00	16:50:00	Friday	0
8	Aeroflot	15:40	17:20	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	15:40:00	17:20:00	Thursday	0
9	Aeroflot	18:05	19:45	SVO	KZN	Прямой	5509.0	20220113	2022-01-13	18:05:00	19:45:00	Thursday	0
